timestamp,side,angle_deg,p50,p95,risk,stroke_count,phase
1759092517.382884,right,148.8917999267578,166.54225158691406,171.85577392578125,Overextension risk,1,Main
1759092517.445417,right,147.9339599609375,166.5388641357422,171.8502410888672,Overextension risk,1,Main
1759092517.512346,right,145.4013671875,166.5354766845703,171.84470825195314,Overextension risk,1,Main
1759092517.577017,right,144.0749969482422,166.52802276611328,171.83917541503905,Overextension risk,1,Main
1759092517.642723,right,141.46206665039062,166.52056884765625,171.833642578125,Overextension risk,1,Main
1759092517.7123451,right,139.99818420410156,166.48666381835938,171.82810974121094,Overextension risk,1,Main
1759092517.7768278,right,138.2877655029297,166.4527587890625,171.82257690429688,Overextension risk,1,Main
1759092517.8423738,right,137.4559326171875,166.45166778564453,171.81704406738282,Overextension risk,1,Main
1759092517.912443,right,140.92420959472656,166.45057678222656,171.81151123046874,Overextension risk,1,Main
1759092517.979172,right,142.81396484375,166.43515014648438,171.80597839355468,Overextension risk,1,Main
1759092518.0458062,right,142.73146057128906,166.4197235107422,171.80044555664062,Overextension risk,1,Main
1759092518.112519,right,145.3055419921875,166.39916229248047,171.79964599609374,Overextension risk,1,Main
1759092518.17942,left,147.53622436523438,166.37860107421875,171.79884643554686,Overextension risk,1,Main
1759092518.241805,left,147.2613525390625,166.37478637695312,171.798046875,Overextension risk,1,Main
1759092518.276766,left,152.30308532714844,166.3709716796875,171.79724731445313,Overextension risk,1,Main
1759092518.340136,left,153.54022216796875,166.35726928710938,171.79644775390625,Overextension risk,1,Main
1759092518.375809,left,152.7333984375,166.34356689453125,171.79564819335937,Overextension risk,1,Main
1759092518.4084742,left,151.57618713378906,166.3356704711914,171.7948486328125,Overextension risk,1,Main
1759092518.440855,left,143.99484252929688,166.32777404785156,171.79404907226564,Overextension risk,1,Main
1759092518.475441,left,140.23162841796875,166.2954330444336,171.79324951171876,Overextension risk,1,Main
1759092518.5712829,left,140.9709930419922,166.26309204101562,171.79244995117188,Overextension risk,1,Main
1759092518.608299,left,134.23703002929688,166.26119232177734,171.791650390625,Overextension risk,1,Main
1759092518.640553,left,119.78301239013672,166.25929260253906,171.7908508300781,Overextension risk,1,Main
1759092518.67429,right,132.19407653808594,166.25223541259766,171.79005126953126,Overextension risk,1,Main
1759092518.7074502,right,123.73368072509766,166.24517822265625,171.78925170898438,Overextension risk,1,Main
1759092518.739315,right,122.62374877929688,166.18116760253906,171.7884521484375,Overextension risk,1,Main
1759092518.773058,right,123.13519287109375,166.11715698242188,171.78765258789062,Overextension risk,1,Main
1759092518.806143,right,126.25243377685547,166.09332275390625,171.78685302734374,Overextension risk,1,Main
1759092518.839372,right,123.77450561523438,166.06948852539062,171.7860534667969,Overextension risk,1,Main
1759092518.873815,right,112.83200073242188,166.06832122802734,171.78525390625,Overextension risk,1,Main
1759092518.905922,right,108.9151840209961,166.06715393066406,171.78445434570312,Overextension risk,1,Main
1759092518.939423,right,105.39502716064453,166.0129852294922,171.77401123046874,Overextension risk,1,Main
1759092518.97365,right,106.7619857788086,165.9588165283203,171.76356811523436,Overextension risk,1,Main
1759092519.0086951,right,104.20523834228516,165.93755340576172,171.753125,Overextension risk,1,Main
1759092519.0409331,right,98.24711608886719,165.91629028320312,171.74268188476563,Overextension risk,2,Main
1759092519.072959,right,93.55907440185547,165.8940658569336,171.73223876953125,Overextension risk,2,Main
1759092519.108651,right,91.83908081054688,165.87184143066406,171.72179565429687,Overextension risk,2,Main
1759092519.1771772,right,83.43900299072266,165.8253402709961,171.7113525390625,Overextension risk,2,Main
1759092519.244863,right,72.35206604003906,165.77883911132812,171.70090942382814,Overextension risk,2,Main
1759092519.312911,right,69.6565933227539,165.75643920898438,171.69046630859376,Overextension risk,2,Main
1759092519.376965,right,60.82439422607422,165.73403930664062,171.68002319335938,Overextension risk,2,Main
1759092519.444064,right,38.4826774597168,165.61226654052734,171.669580078125,Overextension risk,2,Main
1759092519.5742002,right,62.35517883300781,165.49049377441406,171.6591369628906,Overextension risk,2,Main
1759092519.608151,right,62.42559051513672,165.35869598388672,171.64869384765626,Overextension risk,2,Main
1759092519.6776729,right,54.52080154418945,165.22689819335938,171.63825073242188,Overextension risk,2,Main
1759092519.745127,right,56.389869689941406,164.8512954711914,171.6278076171875,Overextension risk,2,Main
1759092519.8116832,right,55.36064529418945,164.47569274902344,171.61736450195312,Overextension risk,2,Main
1759092519.878944,left,123.32585906982422,164.43692779541016,171.60692138671874,Overextension risk,2,Main
